trId,trTid,trSid,trType,trTone,trText,trFlag
2510,19,205506,1,1,"All the angels were astonished by the struggles and and strict asceticism of the Venerable Nikēphóros the Leper; |for like another Job, patiently enduring his pain, he glorified God, | Who has crowned him now with glory, distinguishing him through miracles.| Rejoice, instructor of monastics! |Rejoice, beacon of light! | Rejoice, for a delightful fragrance pours forth from your relics!",0
850,850,100300,1,4,"<em>(Podoben: &ldquo;Be quick to anticipate...&rdquo;)</em><br>
Your Martyrs, O Lord, in their contest for You |have received as a prize the crowns of incorruption and life from You, our immortal God; |for since they possessed Your strength, they cast down the tyrants| and wholly destroyed the demons' powerless presumption.| O Christ God, by their prayers, save our souls, since You are merciful.
",0
852,852,103382,1,4,"By your virtues, as with the rays of the sun, you enlightened the pagan sages; |and like the brightest
moon for those who walk at night, |you drove away the darkness of unbelief, and led the Empress to
faith; |you also rebuked the tyrant, and you were called by God as His bride, O blessed Katherine.|
With love you ascended to the heavenly Bridal Chamber of the most comely Bridegroom Christ, |by
Whom you were crowned with a royal crown. |Now standing before Him with the Angels, pray for us
who honor your holy memory.",0
853,853,100603,1,4,"The head of the Forerunner rose from the earth as a star,|brilliant with rays of healing and immortality.|It gathers the choirs of angels in heaven,|and assembles the human race on earth|to sing with one voice the glory of Christ our God.",0
859,859,103376,1,4,"O God of our Fathers,|always always act with kindness towards us;|take not Your mercy from us,|but guide our lives in peace|through the prayers of the hierarchs Gregory and Amphilochius.",0
860,860,103383,1,4,"Your holy martyr Mercurius,O Lord,|through his sufferings has received an incorruptible crown from You, our God.|For having Your strength, he laid low his adversaries,|and shattered the powerless boldness of demons.|Through his intercessions, save our souls!",0
861,861,103377,1,4,"O blessed Alexander, |you were like a revered sprout from a godly root, |for Christ revealed you as a sacred treasure of the Russian land, |and a new, most glorious and God-pleasing wonderworker. |Today, as we gather on your Feast Day with faith and love, |rejoicing with Psalms and spiritual hymns, we glorify the Lord who gave you the grace of healing. | Entreat Him to save our city and land, | that those who dwell in them may be pleasing to God, |and that all Orthodox Christians may be saved.<sup>1</sup>",0
862,862,100314,1,4,"O God of our Fathers,|always act with kindness towards us;|take not Your mercy from us,|but guide our lives in peace|through the prayers of Venerable Xenophon and his family.",0
866,866,103381,1,4,"Today is the prelude of the good will of God,|of the preaching of the salvation of mankind.|The Virgin appears in the temple of God,|in anticipation proclaiming Christ to all.|Let us rejoice|and sing to her:|&ldquo;Rejoice, O Fulfillment of the Creator's dispensation.&rdquo;",0
2503,12,101579,2,8,"Turning all of your spiritual longing toward God, steadfastly you followed His call with all your soul. |Having settled in the wilderness and, having lived there in an angelic way, you were a path to salvation for many. |Hence, Christ has glorified you, and enriched you with the gift of miracles.| Therefore, we cry out to you: Hail, Venerable Dionysius, dweller in the wilderness.",0
4806,363,100641,2,8,"Chosen from all mankind as Protector of the Christian race,  |you shelter our land with the veil of your blessings;  |we offer hymns of thanksgiving to you, O Sovereign Lady, | in honor of the appearance of your revered Reigning Icon to us.  |As the most merciful Protector of all those who come to you with faith,  |deliver us from all our troubles, that we may cry out to you: | &ldquo;Rejoice, O Reigning Mother of God, Protector of the fervent Christian race.&rdquo;",0
2504,12,101579,1,1,"Inflamed with divine love from your youth, O venerable Dionysius, and despising all earthly attractions, you came to love Christ alone, |and for His sake, you settled in the inner wilderness| and lived with the wild animals, entirely for Christ. |Thus, the All-Seeing Eye, having beheld your labors,| enriched you with the gift of miracles, even after your repose. |Therefore, we cry out to you: |Pray unceasingly for us who always revere your honorable memory with hymns of praise.",0
870,870,103357,1,4,"Today is the prelude of the good will of God,|of the preaching of the salvation of mankind.|The Virgin appears in the temple of God,|in anticipation proclaiming Christ to all.|Let us rejoice|and sing to her:|""Rejoice, O Fulfillment of the Creator's dispensation.""",0
871,871,100250,1,4,"Your holy martyr Neophytus, O Lord,|through his suffering has received an incorruptible crown from You, our God.|For having Your strength, he laid low his adversaries, and shattered the powerless boldness of demons.|Through his intercessions, save our souls!",0
872,872,100251,1,4,"Your holy martyrs, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
876,876,100255,1,4,"<em>(Podoben: &ldquo;Joseph was amazed...&rdquo;)</em><br>
Your lamb Agnes,|calls out to You, O Jesus, in a loud voice:|&ldquo;I love You, my Bridegroom,|and in seeking You, I endure suffering.|In baptism I was crucified so that I might reign in You,|and I died so that I might live with You.|Accept me as a pure sacrifice,|for I have offered myself in love.&rdquo;|Through her prayers save our souls, since You are merciful.",0
4804,363,100616,2,8,"You were revealed as a wonderworker, O Nicholas, | when you turned the Tsar's power from wrath to mercy, | and so a fervent intercessor has appeared in our land.|  Now we entreat you, O Saint: &ldquo;Remain with us once more and protect us from the wiles of the Enemy;|  for you are the glory and affirmation of the city of Pskov and of all those who love Christ.&rdquo;",0
878,878,103358,1,4,"Today is the prelude of the good will of God,|of the preaching of the salvation of mankind.|The Virgin appears in the temple of God,|in anticipation proclaiming Christ to all.|Let us rejoice|and sing to her:|""Rejoice, O Fulfillment of the Creator's dispensation.""",0
880,880,100579,1,1,"<em>(Podoben: &ldquo;Your tomb, O Savior...&rdquo;)</em><br>
O most glorious Martyrs, you foundations of the Church,| your venerable relics have appeared from the depths of the earth like noetic roses and treasuries of graces. |They breathe forth the grace of healing and grant the fragrance of life| to those who lovingly call you blessed.",0
881,881,100589,1,4,"<em>(Podoben: &ldquo;Go quickly before...&rdquo;)</em><br>
By sharing in the ways of the Apostles,|you became a successor to their throne.|Through the practice of virtue, you found the way to divine contemplation, O inspired one of God;|by teaching the word of truth without error, you defended the Faith, even to the shedding of your blood.|Hieromartyr Polycarp, entreat Christ God to save our souls.",0
882,882,103341,1,4,"The twofold lamps of divine gifts,|Proclus, shepherd of New Rome, and Gregory, scion of Decapolis,|guide us by the light of grace as divinely-inspired fathers.|Let us draw near and eagerly beseech them,| that we may receive forgiveness and salvation of our souls.",0
883,883,103340,1,4,"<em>(Podoben: &ldquo;Be quick to anticipate...&rdquo;)</em><br>
Let us glorify the twin lampstands of divine gifts, | Proklos the wise Archpastor of Constantinople, and Gregory, the godly-minded scion of Decapolis; | as divinely-inspired Fathers they guide us with the light of grace. | Therefore, let us approach and beseech them fervently | that we may receive the forgiveness of our sins, and that our souls may be saved.",0
884,884,103339,1,4,"<p><em>(Podoben: &ldquo;Be quick to anticipate...&rdquo;)</em><br>Today Anna bequeaths gladness to all instead of sorrow by bringing forth her fruit,<sup>1</sup> the only ever-Virgin.| Today, in fulfillment of her vow, |joyfully she brings her into the Temple of the Lord| as the true Temple and pure Mother of God the Word.</p><hr>
<sup>1</sup> James 5:18",0
885,885,103337,1,4,"Having acquired the grace of the Holy Spirit|O divinely wise and holy hierarch Philaret,|you preached truth and righteousness to the people with enlightened understanding;|with a contrite heart you showed peace and mercy to the suffering;|and as a teacher and tireless guardian of the Faith|with the staff of uprightness you preserved the Russian flock.|Therefore, as you have boldness before Christ our God,| pray that He preserve the Church, and grant salvation to the people, and to our souls.",0
886,886,100256,1,4,"Your holy martyr Anastasius, O Lord,|through his sufferings has received an incorruptible crown from You, our God.|For having Your strength, he laid low his adversaries,|and shattered the powerless boldness of demons.|Through his intercessions, save our souls!",0
891,891,100431,1,4,"Your lamb Agatha, calls out to You, O Jesus, in a loud voice:|&ldquo;I love You, my Bridegroom, and in seeking You I endure suffering.|In baptism I was crucified so that I might reign in You, and I died so that I might live with You.|Accept me as a pure sacrifice,|for I have offered myself in love.&rdquo;|Through her prayers save our souls, since You are merciful.",0
892,892,100432,1,4,"Holy Hierarch Theodosius,|you were found to be most worthy among bishops|and a light to your flock when translated to the eternal mansions.|Pray at the throne of the King of Glory|that we may be delivered from all present evil|and that our souls may be saved by your prayers.",0
893,893,100433,1,4,"<em>(Podoben: &ldquo;Be quick to anticipate...&rdquo;)</em><br>
Your Martyrs, O Lord, in their contest for You |have received as a prize the crowns of incorruption and life from You, our immortal God; |for since they possessed Your strength, they cast down the tyrants| and wholly destroyed the demons' powerless presumption.| O Christ God, by their prayers, save our souls, since You are merciful.",0
2499,11,103800,1,3,"<p><em>(Podoben: &ldquo;Thy confession of the Divine Faith...&rdquo;)</em><br>
Lakedaimon* rejoices, having the divine coffer of your relics,| which gush forth a fountain of healings, |and protect from
afflictions all those who have recourse to you with faith, |O Venerable Father Nikon,|entreat Christ God that He may grant us great mercy.</p>
<hr>
* Pronounced Lah-keh-DAY-mon",0
897,897,100441,1,4,"You shone with the rays of virtue|received from him who leaned on the Master&rsquo;s breast.|Resplendent, God-inspired hierarch,|you led your flock to the pastures of truth.|Entreat Christ our God for those who honor you, father Bucolus.",0
898,898,100442,1,5,"<em>(Podoben: &ldquo;Come let us worship the Word...&rdquo;)</em><br>
You were shown as a radiant beacon of wisdom, |and a divinely-established champion of Orthodoxy,| O great Photios, blessed adornment of the Fathers;| you refuted the innovations of boastful heresy, |O radiance of the Church, which you kept unshaken.",0
899,899,100445,1,4,"<em>(Podoben: &ldquo;Be quick to anticipate...&rdquo;)</em><br>
Your Martyrs, O Lord, in their contest for You |have received as a prize the crowns of incorruption and life from You, our immortal God; |for since they possessed Your strength, they cast down the tyrants| and wholly destroyed the demons' powerless presumption.| O Christ God, by their prayers, save our souls, since You are merciful.",0
2496,11,103704,2,6,"O Hilarion, Hieromartyr of Christ, you were not afraid of the servants of the coming Antichrist, |but confessed Christ courageously and laid down your life for God's Church, |O adornment of the New Martyrs of Russia, and boast of Holy Russia,|you are the glory and confirmation of our Church.",0
902,902,100245,1,4,"Your holy martyrs, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
903,903,103392,1,4,"Today is the prelude of the good will of God,|of the preaching of the salvation of mankind.|The Virgin appears in the temple of God,|in anticipation proclaiming Christ to all.|Let us rejoice|and sing to her:|Rejoice, O Divine Fulfillment of the Creator&rsquo;s dispensation!",0
2500,11,103800,2,6,"<em>(Podoben: &ldquo;When thou hadst fulfilled Thy dispensation...&rdquo; - The Kontakion for Ascension</em>)<br>
Emulating the life of the Angels, you regarded worldly pleasures as refuse,| showing us the path of repentance, O God-bearer and righteous Nikon; |therefore, now we celebrate your memory, |for truly you are a fountain of healings.",0
905,905,100457,1,4,"O God of our Fathers, |ever dealing with us according to Your compassion, take not Your mercy from us,/ but direct our lives in peace | through the prayers of Saint Parthenios.",0
907,907,100449,1,4,"Your holy martyr Julian, O Lord,|through his suffering has received an incorruptible crown from You, our God.|For having Your strength, he laid low his adversaries,|and shattered the powerless boldness of demons.|Through his intercessions, save our souls!",0
908,908,100450,1,4,"<em>(Podoben: &ldquo;Be quick to anticipate...&rdquo;)</em><br>
Your Martyrs, O Lord, in their contest for You |have received as a prize the crowns of incorruption and life from You, our immortal God; |for since they possessed Your strength, they cast down the tyrants| and wholly destroyed the demons' powerless presumption.| O Christ God, by their prayers, save our souls, since You are merciful.",0
2493,9,102918,1,5,"<p>Assuage the sickness of my much-sighing soul, | you who wipe away every tear from the face<sup>1</sup> of the earth: | for you drive away the sicknesses of mankind, | and end the despondency of sinners. | Through you, Most Holy Virgin Mother, | all of us acquire hope and affirmation of faith.</p><hr>
<sup>1</sup> Compare Isaiah 25:8: &ldquo;... again the Lord God has taken away every tear from every face&rdquo; (LXX) and Revelation 7:17: &ldquo;God will wipe away every tear from their eyes.&rdquo;",0
911,911,100453,1,4,"<em>(Podoben: &ldquo;Be quick to anticipate...&rdquo;)</em><br>
Your Martyrs, O Lord, in their contest for You |have received as a prize the crowns of incorruption and life from You, our immortal God; |for since they possessed Your strength, they cast down the tyrants| and wholly destroyed the demons' powerless presumption.| O Christ God, by their prayers, save our souls, since You are merciful.",0
912,912,100475,1,4,"You became a firm column in the Church of Christ, wise Haralampus;|a lamp of everlasting light to the world:|Well known to the world through your martyrdom,|you dispelled the dark night of idolatry.|Boldly intercede with Christ God that He may save our souls.",0
2491,9,100312,1,5,"<p>Assuage the sickness of my much-sighing soul, | you who wipe away every tear from the face<sup>1</sup> of the earth: | for you drive away the sicknesses of mankind, | and end the despondency of sinners. | Through you, Most Holy Virgin Mother, | all of us acquire hope and affirmation of faith.</p><hr>
<sup>1</sup> Compare Isaiah 25:8: &ldquo;... again the Lord God has taken away every tear from every face&rdquo; (LXX) and Revelation 7:17: &ldquo;God will wipe away every tear from their eyes.&rdquo;",0
914,914,103583,1,4,"<em>(Podoben: &ldquo;Be quick to anticipate...&rdquo;)</em><br>
Fervently, you followed the renowned Martyrs| steadfastly confessing Christ before unbelievers, O wise Boniface. | You returned your relics to the august Aglaϊa|  as an imperishable treasure;|  from them flow healing and mercy for the world.",0
915,915,103452,1,4,"We celebrate the memory|of Your prophet Nahum, O Lord;|through him we entreat You,|save our souls.",0
916,916,103450,1,4,"O Andrew, as the First-called of the Apostles |and brother of their Leader, | entreat the Master of all |to grant peace to the world | and to our souls great mercy.",0
917,917,100462,1,4,"Truly enlisted with the King of Heaven,|you became an outstanding general for Him, passion-bearer Theodore;|you armed yourself wisely with the weapons of faith|and conquered hordes of demons, revealing yourself as a victorious athlete.|Therefore, in faith we always call you blessed.",0
918,918,100466,1,4,"Your holy martyr Nikēphóros, O Lord,|through his suffering has received an incorruptible crown from You, our God.|For having Your strength, he laid low his adversaries,|and shattered the powerless boldness of demons.|Through his intercessions, save our souls!",0
2492,9,102918,2,6,"Do not entrust me to human protection, Most Holy Sovereign Lady,| but accept the prayers of your servant, |for I am fettered by sorrow, and I cannot endure the arrows fired by demons; |I have no shelter and there is nowhere to run.| I am wretched and my enemies are on every side, and I have no consolation except you,| O Sovereign Lady of the world, the hope and protection of the faithful. |Do not despise my prayers, |but do that which is beneficial for me.",0
922,922,103485,1,4,"The truth of things revealed you to your flock as a rule of faith,| a model of meekness, and a teacher of temperance. |Through humility, you attained the heights; |and through poverty, riches. | O Father and Hierarch Ambrose, intercede with Christ God that our souls may be saved.",0
927,927,103506,1,4,"Today the bonds of childlessness are loosed,| for having heard Joachim and Anna, |God clearly assures them of the birth of the Mother of God, |from whom He Himself, the Uncircumscribed One, was born, |becoming man when He commanded the Angel to cry out:| &ldquo;Hail, full of grace, |the Lord is with you.&rdquo;",0
928,928,100228,1,4,"By your profession of faith, O all-praised Mark|the Church has found you to be a zealot for truth.|You fought for the teaching of the Fathers;|you cast down the darkness of boastful pride.|Intercede with Christ God to grant forgiveness to those who honor you!",0
2495,51,103704,1,4,"O Hilarion, warrior of Christ,| glory and boast of the Church of Russia, |you confessed Christ before the perishing world,| you strengthened the Church by your blood, |and having acquired divine understanding, |you proclaimed to the faithful:| Without the Church there is no salvation!",0
930,930,100238,1,4,"<p>Be glad, O desert which hast not given birth; be of good cheer, you who have not travailed; for a man of desires<sup>1</sup> has multiplied your spiritual children and planted them in piety, and through abstinence, he brought them unto the perfection of the virtues. Through his supplications, O Christ our God, make our life peaceful.</p><hr>
<sup>1</sup> A greatly beloved man. This epithet appears in Daniel 9:23, 10:11, and 10:19.",0
932,932,103484,1,4,"The truth of things revealed you to your flock as a rule of faith,| a model of meekness, and a teacher of temperance. |Through humility, you attained the heights;| and through poverty, riches. |O Father and Hierarch Nicholas, intercede with Christ God that our souls may be saved.",0
933,933,100242,1,2,"As disciples of the First-Called, you were the first-called of the Slavs, |and because you enlightened your brethren with the light of Truth, |you received a cruel death at the hands of a savage and godless prince, |bound by frost and ice on the Danube River in the land of Scythia. | But since you lay down your lives for your friends,<sup>1</sup> | O Saints Innas, Pinnas, and Rimmas, |you offer your most powerful prayers for us, |and once again all the Slavic peoples are converting to Christ.",0
934,934,102964,1,4,"Let us praise the fourfold company of martyrs:|Nazarius, Protase, Gervase and Celsus.|For they preached the Trinity to all|and by their contest dispelled the worship of idols.|Through their prayers, O Christ God, have mercy on us all.",0
4802,363,109070,2,4,"Aflame with zeal for God, you loved Him with all your heart, O Meletios, our Father, |and for His sake, you hastened toward monastic contests,| and brought yourself to Christ God, as a good shepherd, |wisely shepherding the flock which Christ gave you. |O Hierarch, worthy of praise, pray to Christ God for us.",0
938,938,101779,1,4,"By sharing in the ways of the Apostles, | you became a successor to their throne. | Through the practice of virtue, you found the way to divine contemplation, O divinely-inspired one:  | by rightly dividing the Word of truth, you defended the Faith, even to the shedding of your blood. | O Hieromartyr Eusebios, entreat Christ God to save our souls.",0
939,939,103487,1,4,"You appeared as a bright light on the island of Lake Seliger.|From your youth you took Christ&rsquo;s cross on your shoulder.|You followed him zealously, O Father Nilus,|and by your purity you approached the divine likeness.|You were enriched with the gift of miracles;|and now we run to your relics compunctionately crying:|Entreat Christ our God that he may save our souls!",0
940,940,103402,1,4,"You astounded all, long-suffering James, by enduring horrible tortures with great patience.|As the evil assembly performed the slaughter,|you uttered prayers of thanksgiving to the Lord.|Through your sufferings you received your crown,|and came to the throne of the heavenly King, Christ God.|Entreat Him to save our souls!",0
2454,1508,100263,2,1,"Let us the faithful praise the Holy Apostle Timothy,|the companion of Paul in his travels and together with him|let us honor the wise Anastasius, who came as a star from Persia|for the healing of the passions of our souls and the diseases of our bodies.",0
947,947,103442,1,4,"Your holy martyrs Paramon and Philoumenus and those with them, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
948,948,100277,1,4,"You sprang up, most holy one,|as a branch and stem of holiness,|a most sacred flower of the contest of martyrdom|and as a most sweet fruit given by God to the faithful.|But as one who shared the struggle of the martyrs|and the throne of hierarchs,|intercede with Christ God that our souls may be saved.",0
950,950,103394,1,4,"O God of our Fathers,|always act with kindness towards us;|take not Your mercy from us,|but guide our lives in peace|through the prayers of the hierarchs Clement and Peter.",0
951,951,103393,1,4,"O God of our Fathers,|always act with kindness towards us;|take not Your mercy from us,|but guide our lives in peace|through the prayers of the hierarchs Clement and Peter.",0
952,952,100289,1,4,"Your holy martyr John, O Lord,|through his sufferings has received an incorruptible crown from You, our God.|For having Your strength, he laid low his adversaries,|and shattered the powerless boldness of demons.|Through his intercessions, save our souls!",0
953,953,100290,1,4,"Your holy martyr Babylas, O Lord,|through his sufferings has received an incorruptible crown from You, our God.|For having Your strength, he laid low his adversaries,|and shattered the powerless boldness of demons.|Through his intercessions, save our souls!",0
956,956,100275,1,4,"Your holy martyrs, O Lord,|through their sufferings have received an incorruptible crown from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
957,957,101356,1,4,"O God of our Fathers,|always act with kindness towards us;|take not Your mercy from us,|but guide our lives in peace|through the prayers of the hierarchs Epiphanius and Germanus.",0
958,958,101785,1,4,"In his struggle your holy martyr Alban,|gained the crown of life, O Christ our God.|For strengthened by you and in purity of heart,|he spoke boldly before the judges of this world,|offering up his head to you, the Judge of all!",0
959,959,101797,1,4,"Today the most glorious city of Moscow rejoices brightly, |like the radiance of the sun, O Sovereign Lady, on receiving your wonderworking Icon,| to which we now come and pray to you, crying out: |""O most wondrous Lady Theotokos, pray to Christ our God, Who was incarnate of you,| that this city and all Christian cities and countries may be preserved unharmed| from all of the Enemy's snares, |and that He may save our souls, for He is merciful.""",0
960,960,101800,1,4,"Prophet and Forerunner of the coming of Christ,|although we cannot praise you worthily,|we honor you in love at your nativity,|for by it you ended your father&rsquo;s silence and your mother&rsquo;s barrenness,|proclaiming to the world the incarnation of the Son of God!",0
961,961,101233,1,8,"By Divine command, the Holy Nine Martyrs from various cities were united in a single alliance, and courageously suffered martyrdom for Christ; |by your patience, the invisible enemy<sup>1</sup>  was defeated, |the wicked princes and tormentors were put to shame, |the spiritual fire of love for God was kindled, and the material fire which tormented you was cooled. |Therefore, grace has been given unto you by Christ God to heal the plague, |and we pray that you will save us from it, and from other afflictions, by your protection.",0
962,962,103412,1,4,"Trained in asceticism on the mountain,|with the weapon of the Cross you destroyed the spiritual assaults of the hostile powers, all-blessed one;|Again you bravely prepared for combat|and slew Copronymus with the sword of faith;|for both struggles you have been crowned by God, monk-martyr Stephen of eternal memory.",0
963,963,101278,1,4,"<em>(Podoben: &ldquo;Be quick to anticipate...&rdquo;)</em><br>
Let us the faithful honor Timothy with Maura his faithful fellow-athlete, and bride of Christ,| and let us praise their bold endurance; | for being crucified they lovingly followed Him Who was slain | and Who has nailed all our sins to the Cross.",0
965,965,107791,1,4,"The city of the Theotokos|dedicates its foundation as an offering to the Theotokos.|For it has been established to remain in Her,|and it lives and is strengthened through Her,|crying out to Her,|&ldquo;Hail, the hope of all the ends of the earth.&rdquo;",0
967,967,101375,1,4,"Enlisted by the King of the Ages,|you spurned the earthly king and his army to boldly preach Christ our God.|Therefore, you have completed your contest and shine forth as His glorious martyr.|Entreat Him to save our souls, for we honor you, blest Isidore.",0
968,968,101435,1,4,"Your holy martyr Patrick and his companions,  O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
970,970,100262,1,4,"Having learned goodness and maintaining continence in all things,|you were arrayed with a good conscience as befits a priest.|From the chosen Vessel you drew ineffable mysteries;|you kept the faith, and finished a course equal to His.|Bishop martyr Timothy, entreat Christ God that our souls may be saved.",0
971,971,100263,1,4,"Your holy martyr Anastasius, O Lord,|through his suffering has received an incorruptible crown from You, our God.|For having Your strength, he laid low his adversaries,|and shattered the powerless boldness of demons.|Through his intercessions, save our souls!",0
972,972,100264,1,8,"The image of God was truly preserved in you, O Father,| for you took up the Cross and followed Christ. | By so doing you taught us to disregard the flesh for it passes away | but to care instead for the soul, since it is immortal. | Therefore your spirit, venerable Anastasius, rejoices with the angels.",0
2505,850,100300,2,8,"<em>(Podoben: &ldquo;Seeking the highest...&rdquo;)</em><br>
O divine martyrs, you appeared as bright beacons, |illumining all of creation with the radiance of your miracles; |do not cease to entreat Christ to deliver us all from our maladies, |and drive away from us the profound darkness of ignorance.
",0
974,974,101297,1,1,"<em>(Podoben: &ldquo;When the stone had been sealed...&rdquo;)</em><br>
Christ called you Irene, because you grant peace to those hastening to your holy temple with hymns and spiritual songs, | for you intercede for all, standing before the Three-Sunned Divinity, |Let everyone celebrate her memory joyously, magnifying Christ, Who glorified her.",0
981,981,100642,1,4,"Let us praise Eutropius, Basiliscus and divine Cleonicus,|the three holy athletes of Christ.|They surpassed human endurance in their contests|and professed the supremacy of the Trinity.|Now they ceaselessly intercede that we all may be saved!",0
995,995,103244,1,4,"Commanders of the heavenly hosts,|we who are unworthy beseech you,|by your prayers encompass us beneath the wings of your immaterial glory,|and faithfully preserve us who fall down and cry to you:|&ldquo;Deliver us from all harm, for you are the commanders of the powers on high!&rdquo;",0
4800,838,100548,2,6,"Exhausted by imprisonment and starvation, you remained faithful until death, O Blessed Ermogénes, | dispelling cowardice from the hearts of your people and calling all of them to a common struggle.  |In this way, you suppressed the rebellion of the wicked, and you strengthened your land as well,  |so that all of us may cry out to you: &ldquo;Rejoice, intercessor for the Russian land.&rdquo;",0
4799,11,29,2,8,"Although your holy Icon was cast into the sea by the widow who could not save it from its enemies, O Theotokos, |it has been shown as the Guardian of Mount Athos and the Gate-Keeper of Ivḗron Monastery, |driving the Enemy away and delivering those who honor you from all misfor­tunes and dangers.",0
1001,1001,100575,1,4,"O God of our Fathers,|always act with kindness towards us;|take not Your mercy from us,|but guide our lives in peace|through the prayers of Saints Timothy and Eustathius.",0
1005,1005,100664,1,4,"Your holy martyr Onesimus, O Lord,|through his sufferings has received an incorruptible crown from You, our God.|For having Your strength, he laid low his adversaries,|and shattered the powerless boldness of demons.|Through his intercessions, save our souls!",0
1006,1006,100665,1,4,"Your holy martyr Conon, O Lord,|through his suffering has received an incorruptible crown from You, our God.|For having Your strength, he laid low his adversaries,|and shattered the powerless boldness of demons.|Through his intercessions, save our souls!",0
1011,1011,100672,1,4,"Your forty-two holy martyrs, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
1014,1014,101564,1,4,"Your lamb Theodosia, O Jesus,|calls out to You in a loud voice:|I love You, O my bridegroom,|and in seeking You, I endure suffering.|In Baptism I was crucified so that I might reign in You,|and died so that I might live with You.|Accept me as a pure sacrifice,|for I have offered myself in love.|By her prayers save our souls, since You are merciful.",0
4801,1237,100579,2,4,"<em>(Podoben: &ldquo;You appeared today...&rdquo;)</em><br>
Having shone forth on earth as luminaries of righteousness, | you have dispelled the gloomy mist of all impiety and you enlighten the faithful, |O godly Martyrs, champions of the Trinity.<sup>1</sup>",0
1026,1026,100351,1,4,"As Equals of the Apostles and teachers of the inhabited earth,| intercede with the Master of all to grant peace to the world, |and to our souls great mercy.",0
5297,1151,100504,1,5,"<p><em>(Podoben: &ldquo;O Coeternal Word...&rdquo;)</em><br>
As a most worthy namesake of the gifts bestowed by God,<sup>1</sup> |and a divinely-wrought image of holy wisdom and faith, |you make the Church shine with godly piety; |for you demonstrate to all that the Saints in every age have shown honor to the revered icons, |O Theodora, thou righteous and fair adornment of Orthodox Empresses.</p><hr>
<sup>1</sup> The name Theodora means &ldquo;the gift of God.&rdquo;",0
1030,1030,103277,1,4,"<em>(Podoben: &ldquo;Be quick to anticipate...&rdquo;)</em><br>
Forsaking an earthly army, O prize-winner,| you received a heavenly inheritance, after receiving glory from earthly kings, |O wise one, you endured martyrdom and received an unfading crown. |Therefore, O Great Martyr Mēnás, |intercede with Christ God to save our souls.",0
1031,1031,103278,1,4,"Your holy martyrs, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
4798,1151,29,1,1,"<p>The audacity of those who hated the Icon of the Lord and the might of the godless came to Nicaea, |and those who were sent there inhumanly tortured a widow who devoutly revered the Icon of the Mother of God;| but by night, she and her son cast the Icon into the sea, crying out:| &ldquo;Glory to you, O pure one, for the impassable sea has given you its shoulders.<sup>1</sup> | Glory to your straight way,<sup>2</sup> O you who alone are incor­rupt.&rdquo;</p><hr>
<sup>1</sup> The waves.<br>
<sup>2</sup> Psalm 5:8.",0
1036,1036,102998,1,4,"Seeing the host of holy passion-bearers suffering under the law, |you courageously revealed your strength, |and voluntarily hastened to suffer, desiring to die for Christ; |accepting the reward of your victorious martyrdom, O Varus, |pray for the salvation of our souls.",0
1038,1038,103285,1,4,"In signs and in miracles you were renowned throughout Gaul.|By grace and adoption you are a light for the world, O Martin, blessed of God.|Almsgiving and compassion filled your life with their splendors,|teaching and wise counsel were your riches and treasures,|which you dispense freely to those who honor you.",0
1042,1042,100533,1,4,"Your holy martyrs, Pamphilius and his companions, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
1043,1043,100377,1,4,"Your holy martyr Theophilus, O Lord,|through his sufferings has received an incorruptible crown from You, our God.|For having Your strength, he laid low his adversaries,|and shattered the powerless boldness of demons.|Through his intercessions, save our souls!",0
1045,1045,103252,1,4,"Your holy martyrs, Onesiphorus and Porphyrius, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
1046,1046,103279,1,4,"Your holy martyrs, O Lord,|through their sufferings have received incorruptible crowns from You, our God.|For having Your strength, they laid low their adversaries,|and shattered the powerless boldness of demons.|Through their intercessions, save our souls!",0
1050,1050,103275,1,4,"Your holy martyr Constantine, O Lord,|through his sufferings has received an incorruptible crown from You, our God.|For having Your strength, he laid low his adversaries,|and shattered the powerless boldness of demons.|Through his intercessions, save our souls!",0
