scriptureId,scriptureIndex,scriptureTestament,scriptureBook,scriptureVerse,scriptureText
16691,1919,1,Exod,14029,"But the children of Israel had walked on dry land in the midst of the sea, and the waters were a wall to them on their right hand and on their left."
16692,1920,1,Exod,14030,"So the Lord saved Israel that day out of the hand of the Egyptians, and Israel saw the Egyptians dead on the seashore."
16693,1921,1,Exod,14031,"Thus Israel saw the great work which the Lord had done in Egypt; so the people feared the Lord, and believed the Lord and His servant Moses."
16694,1922,1,Exod,15001,"Then Moses and the children of Israel sang this song to the Lord, and spoke, saying: &ldquo;I will sing to the Lord, For He has triumphed gloriously! The horse and its rider He has thrown into the sea!"
16695,1923,1,Exod,15002,"The Lord is my strength and song, And He has become my salvation; He is my God, and I will praise Him; My father&rsquo;s God, and I will exalt Him."
16696,1924,1,Exod,15003,"The Lord is a man of war; The Lord is His name."
16697,1925,1,Exod,15004,"Pharaoh&rsquo;s chariots and his army He has cast into the sea; His chosen captains also are drowned in the Red Sea. "
16698,1926,1,Exod,15005,"The depths have covered them; They sank to the bottom like a stone."
16699,1927,1,Exod,15006,"&ldquo;Your right hand, O Lord, has become glorious in power; Your right hand, O Lord, has dashed the enemy in pieces."
16700,1928,1,Exod,15007,"And in the greatness of Your excellence You have overthrown those who rose against You; You sent forth Your wrath; It consumed them like stubble."
16701,1929,1,Exod,15008,"And with the blast of Your nostrils The waters were gathered together; The floods stood upright like a heap; The depths congealed in the heart of the sea."
16702,1930,1,Exod,15009,"The enemy said, &lsquo;I will pursue, I will overtake, I will divide the spoil; My desire shall be satisfied on them. I will draw my sword, My hand shall destroy them.&rsquo;"
16703,1931,1,Exod,15010,"You blew with Your wind, The sea covered them; They sank like lead in the mighty waters."
16704,1932,1,Exod,15011,"&ldquo;Who is like You, O Lord, among the gods? Who is like You, glorious in holiness, Fearful in praises, doing wonders? "
16705,1933,1,Exod,15012,"You stretched out Your right hand; The earth swallowed them."
16706,1934,1,Exod,15013,"You in Your mercy have led forth The people whom You have redeemed; You have guided them in Your strength To Your holy habitation."
16707,1935,1,Exod,15014,"&ldquo;The people will hear and be afraid; Sorrow will take hold of the inhabitants of Philistia."
16708,1936,1,Exod,15015,"Then the chiefs of Edom will be dismayed; The mighty men of Moab, Trembling will take hold of them; All the inhabitants of Canaan will melt away."
16709,1937,1,Exod,15016,"Fear and dread will fall on them; By the greatness of Your arm They will be as still as a stone, Till Your people pass over, O Lord, Till the people pass over Whom You have purchased."
16710,1938,1,Exod,15017,"You will bring them in and plant them In the mountain of Your inheritance, In the place, O Lord, which You have made For Your own dwelling, The sanctuary, O Lord, which Your hands have established."
16711,1939,1,Exod,15018,"&ldquo;The Lord shall reign forever and ever.&rdquo;"
16712,1940,1,Exod,15019,"For the horses of Pharaoh went with his chariots and his horsemen into the sea, and the Lord brought back the waters of the sea upon them. But the children of Israel went on dry land in the midst of the sea."
16713,1941,1,Exod,15020,"Then Miriam the prophetess, the sister of Aaron, took the timbrel in her hand; and all the women went out after her with timbrels and with dances."
16714,1942,1,Exod,15021,"And Miriam answered them: &ldquo;Sing to the Lord, For He has triumphed gloriously! The horse and its rider He has thrown into the sea!&rdquo;"
16715,1943,1,Exod,15022,"So Moses brought Israel from the Red Sea; then they went out into the Wilderness of Shur. And they went three days in the wilderness and found no water."
16716,1944,1,Exod,15023,"Now when they came to Marah, they could not drink the waters of Marah, for they were bitter. Therefore the name of it was called Marah."
16717,1945,1,Exod,15024,"And the people complained against Moses, saying, &ldquo;What shall we drink?&rdquo;"
16718,1946,1,Exod,15025,"So he cried out to the Lord, and the Lord showed him a tree. When he cast it into the waters, the waters were made sweet. There He made a statute and an ordinance for them, and there He tested them,"
16719,1947,1,Exod,15026,"and said, &ldquo;If you diligently heed the voice of the Lord your God and do what is right in His sight, give ear to His commandments and keep all His statutes, I will put none of the diseases on you which I have brought on the Egyptians. For I am the Lord who heals you."
16720,1948,1,Exod,15027,"Then they came to Elim, where there were twelve wells of water and seventy palm trees; so they camped there by the waters."
16721,1949,1,Exod,16001,"And they journeyed from Elim, and all the congregation of the children of Israel came to the Wilderness of Sin, which is between Elim and Sinai, on the fifteenth day of the second month after they departed from the land of Egypt."
16722,1950,1,Exod,16002,Then the whole congregation of the children of Israel complained against Moses and Aaron in the wilderness.
16723,1951,1,Exod,16003,"And the children of Israel said to them, &ldquo;Oh, that we had died by the hand of the Lord in the land of Egypt, when we sat by the pots of meat and when we ate bread to the full! For you have brought us out into this wilderness to kill this whole assembly wi"
16724,1952,1,Exod,16004,"Then the Lord said to Moses, &ldquo;Behold, I will rain bread from heaven for you. And the people shall go out and gather a certain quota every day, that I may test them, whether they will walk in My law or not."
16725,1953,1,Exod,16005,"&ldquo;And it shall be on the sixth day that they shall prepare what they bring in, and it shall be twice as much as they gather daily.&rdquo;"
16726,1954,1,Exod,16006,"Then Moses and Aaron said to all the children of Israel, &ldquo;At evening you shall know that the Lord has brought you out of the land of Egypt."
16727,1955,1,Exod,16007,"&ldquo;And in the morning you shall see the glory of the Lord; for He hears your complaints against the Lord. But what are we, that you complain against us?&rdquo;"
16728,1956,1,Exod,16008,"Also Moses said, &ldquo;This shall be seen when the Lord gives you meat to eat in the evening, and in the morning bread to the full; for the Lord hears your complaints which you make against Him. And what are we? Your complaints are not against us but against t"
16729,1957,1,Exod,16009,"Then Moses spoke to Aaron, &ldquo;Say to all the congregation of the children of Israel, &lsquo;Come near before the Lord, for He has heard your complaints.&rsquo;&rdquo;"
16730,1958,1,Exod,16010,"Now it came to pass, as Aaron spoke to the whole congregation of the children of Israel, that they looked toward the wilderness, and behold, the glory of the Lord appeared in the cloud."
16731,1959,1,Exod,16011,"And the Lord spoke to Moses, saying,"
16732,1960,1,Exod,16012,"&ldquo;I have heard the complaints of the children of Israel. Speak to them, saying, &lsquo;At twilight you shall eat meat, and in the morning you shall be filled with bread. And you shall know that I am the Lord your God.&rsquo;&rdquo;"
16733,1961,1,Exod,16013,"So it was that quails came up at evening and covered the camp, and in the morning the dew lay all around the camp."
16734,1962,1,Exod,16014,"And when the layer of dew lifted, there, on the surface of the wilderness, was a small round substance, as fine as frost on the ground."
16735,1963,1,Exod,16015,"So when the children of Israel saw it, they said to one another, &ldquo;What is it?&rdquo; For they did not know what it was. And Moses said to them, &ldquo;This is the bread which the Lord has given you to eat."
16736,1964,1,Exod,16016,"&ldquo;This is the thing which the Lord has commanded: &lsquo;Let every man gather it according to each one&rsquo;s need, one omer for each person, according to the number of persons; let every man take for those who are in his tent.&rsquo;&rdquo;"
16737,1965,1,Exod,16017,"Then the children of Israel did so and gathered, some more, some less."
16738,1966,1,Exod,16018,"So when they measured it by omers, he who gathered much had nothing left over, and he who gathered little had no lack. Every man had gathered according to each one&rsquo;s need."
16739,1967,1,Exod,16019,"And Moses said, &ldquo;Let no one leave any of it till morning.&rdquo;"
16740,1968,1,Exod,16020,"Notwithstanding they did not heed Moses. But some of them left part of it until morning, and it bred worms and stank. And Moses was angry with them."
16741,1969,1,Exod,16021,"So they gathered it every morning, every man according to his need. And when the sun became hot, it melted."
16742,1970,1,Exod,16022,"And so it was, on the sixth day, that they gathered twice as much bread, two omers for each one. And all the rulers of the congregation came and told Moses."
16743,1971,1,Exod,16023,"Then he said to them, &ldquo;This is what the Lord has said: &lsquo;Tomorrow is a Sabbath rest, a holy Sabbath to the Lord. Bake what you will bake today, and boil what you will boil; and lay up for yourselves all that remains, to be kept until morning.&rsquo;&rdquo;"
16744,1972,1,Exod,16024,"So they laid it up till morning, as Moses commanded; and it did not stink, nor were there any worms in it."
16745,1973,1,Exod,16025,"Then Moses said, &ldquo;Eat that today, for today is a Sabbath to the Lord; today you will not find it in the field."
16746,1974,1,Exod,16026,"&ldquo;Six days you shall gather it, but on the seventh day, the Sabbath, there will be none.&rdquo;"
16747,1975,1,Exod,16027,"Now it happened that some of the people went out on the seventh day to gather, but they found none."
16748,1976,1,Exod,16028,"And the Lord said to Moses, &ldquo;How long do you refuse to keep My commandments and My laws?"
16749,1977,1,Exod,16029,"&ldquo;See! For the Lord has given you the Sabbath; therefore He gives you on the sixth day bread for two days. Let every man remain in his place; let no man go out of his place on the seventh day.&rdquo;"
16750,1978,1,Exod,16030,So the people rested on the seventh day.
16751,1979,1,Exod,16031,"And the house of Israel called its name Manna. And it was like white coriander seed, and the taste of it was like wafers made with honey."
16752,1980,1,Exod,16032,"Then Moses said, &ldquo;This is the thing which the Lord has commanded: &lsquo;Fill an omer with it, to be kept for your generations, that they may see the bread with which I fed you in the wilderness, when I brought you out of the land of Egypt.&rsquo;&rdquo;"
16753,1981,1,Exod,16033,"And Moses said to Aaron, &ldquo;Take a pot and put an omer of manna in it, and lay it up before the Lord, to be kept for your generations.&rdquo;"
16754,1982,1,Exod,16034,"As the Lord commanded Moses, so Aaron laid it up before the Testimony, to be kept."
16755,1983,1,Exod,16035,"And the children of Israel ate manna forty years, until they came to an inhabited land; they ate manna until they came to the border of the land of Canaan."
16756,1984,1,Exod,16036,Now an omer is one-tenth of an ephah.
16757,1985,1,Exod,17001,"Then all the congregation of the children of Israel set out on their journey from the Wilderness of Sin, according to the commandment of the Lord, and camped in Rephidim; but there was no water for the people to drink."
16758,1986,1,Exod,17002,"Therefore the people contended with Moses, and said, &ldquo;Give us water, that we may drink.&rdquo; So Moses said to them, &ldquo;Why do you contend with me? Why do you tempt the Lord?&rdquo;"
16759,1987,1,Exod,17003,"And the people thirsted there for water, and the people complained against Moses, and said, &ldquo;Why is it you have brought us up out of Egypt, to kill us and our children and our livestock with thirst?&rdquo;"
16760,1988,1,Exod,17004,"So Moses cried out to the Lord, saying, &ldquo;What shall I do with this people? They are almost ready to stone me!&rdquo;"
16761,1989,1,Exod,17005,"And the Lord said to Moses, &ldquo;Go on before the people, and take with you some of the elders of Israel. Also take in your hand your rod with which you struck the river, and go."
16762,1990,1,Exod,17006,"&ldquo;Behold, I will stand before you there on the rock in Horeb; and you shall strike the rock, and water will come out of it, that the people may drink.&rdquo; And Moses did so in the sight of the elders of Israel."
16763,1991,1,Exod,17007,"So he called the name of the place Massah and Meribah, because of the contention of the children of Israel, and because they tempted the Lord, saying, &ldquo;Is the Lord among us or not?&rdquo;"
16764,1992,1,Exod,17008,Now Amalek came and fought with Israel in Rephidim.
16765,1993,1,Exod,17009,"And Moses said to Joshua, &ldquo;Choose us some men and go out, fight with Amalek. Tomorrow I will stand on the top of the hill with the rod of God in my hand.&rdquo;"
16766,2080,1,Exod,21002,"&ldquo;If you buy a Hebrew servant, he shall serve six years; and in the seventh he shall go out free and pay nothing."
16767,2081,1,Exod,21003,"&ldquo;If he comes in by himself, he shall go out by himself; if he comes in married, then his wife shall go out with him."
16768,2082,1,Exod,21004,"&ldquo;If his master has given him a wife, and she has borne him sons or daughters, the wife and her children shall be her master&rsquo;s, and he shall go out by himself."
16769,2083,1,Exod,21005,"&ldquo;But if the servant plainly says, &lsquo;I love my master, my wife, and my children; I will not go out free,&rsquo;"
16770,2084,1,Exod,21006,"&ldquo;then his master shall bring him to the judges. He shall also bring him to the door, or to the doorpost, and his master shall pierce his ear with an awl; and he shall serve him forever."
16771,2085,1,Exod,21007,"&ldquo;And if a man sells his daughter to be a female slave, she shall not go out as the male slaves do."
16772,2086,1,Exod,21008,"&ldquo;If she does not please her master, who has betrothed her to himself, then he shall let her be redeemed. He shall have no right to sell her to a foreign people, since he has dealt deceitfully with her."
16773,2087,1,Exod,21009,"&ldquo;And if he has betrothed her to his son, he shall deal with her according to the custom of daughters."
16774,2088,1,Exod,21010,"&ldquo;If he takes another wife, he shall not diminish her food, her clothing, and her marriage rights."
16775,2089,1,Exod,21011,"&ldquo;And if he does not do these three for her, then she shall go out free, without paying money."
16776,2090,1,Exod,21012,"&ldquo;He who strikes a man so that he dies shall surely be put to death."
16777,2091,1,Exod,21013,"&ldquo;However, if he did not lie in wait, but God delivered him into his hand, then I will appoint for you a place where he may flee."
16778,2092,1,Exod,21014,"&ldquo;But if a man acts with premeditation against his neighbor, to kill him by treachery, you shall take him from My altar, that he may die."
16779,2093,1,Exod,21015,"&ldquo;And he who strikes his father or his mother shall surely be put to death."
16780,2094,1,Exod,21016,"&ldquo;He who kidnaps a man and sells him, or if he is found in his hand, shall surely be put to death."
16781,2095,1,Exod,21017,"&ldquo;And he who curses his father or his mother shall surely be put to death."
16782,2096,1,Exod,21018,"&ldquo;If men contend with each other, and one strikes the other with a stone or with his fist, and he does not die but is confined to his bed,"
16783,2097,1,Exod,21019,"&ldquo;if he rises again and walks about outside with his staff, then he who struck him shall be acquitted. He shall only pay for the loss of his time, and shall provide for him to be thoroughly healed."
16784,2098,1,Exod,21020,"&ldquo;And if a man beats his male or female servant with a rod, so that he dies under his hand, he shall surely be punished."
16785,2099,1,Exod,21021,"&ldquo;Notwithstanding, if he remains alive a day or two, he shall not be punished; for he is his property."
16786,2100,1,Exod,21022,"&ldquo;If men fight, and hurt a woman with child, so that she gives birth prematurely, yet no harm follows, he shall surely be punished accordingly as the woman&rsquo;s husband imposes on him; and he shall pay as the judges determine."
16787,2101,1,Exod,21023,"&ldquo;But if any harm follows, then you shall give life for life,"
16788,2102,1,Exod,21024,"&ldquo;eye for eye, tooth for tooth, hand for hand, foot for foot,"
16789,2103,1,Exod,21025,"&ldquo;burn for burn, wound for wound, stripe for stripe."
16790,2104,1,Exod,21026,"&ldquo;If a man strikes the eye of his male or female servant, and destroys it, he shall let him go free for the sake of his eye."
16791,2105,1,Exod,21027,"&ldquo;And if he knocks out the tooth of his male or female servant, he shall let him go free for the sake of his tooth."
16792,2106,1,Exod,21028,"&ldquo;If an ox gores a man or a woman to death, then the ox shall surely be stoned, and its flesh shall not be eaten; but the owner of the ox shall be acquitted."
16793,2107,1,Exod,21029,"&ldquo;But if the ox tended to thrust with its horn in times past, and it has been made known to his owner, and he has not kept it confined, so that it has killed a man or a woman, the ox shall be stoned and its owner also shall be put to death."
16794,2108,1,Exod,21030,"&ldquo;If there is imposed on him a sum of money, then he shall pay to redeem his life, whatever is imposed on him."
16795,2109,1,Exod,21031,"&ldquo;Whether it has gored a son or gored a daughter, according to this judgment it shall be done to him."
16796,2110,1,Exod,21032,"&ldquo;If the ox gores a male or female servant, he shall give to their master thirty shekels of silver, and the ox shall be stoned."
16797,2111,1,Exod,21033,"&ldquo;And if a man opens a pit, or if a man digs a pit and does not cover it, and an ox or a donkey falls in it,"
16798,2112,1,Exod,21034,"&ldquo;the owner of the pit shall make it good; he shall give money to their owner, but the dead animal shall be his."
16799,2113,1,Exod,21035,"&ldquo;If one man&rsquo;s ox hurts another&rsquo;s, so that it dies, then they shall sell the live ox and divide the money from it; and the dead ox they shall also divide."
16800,2114,1,Exod,21036,"&ldquo;Or if it was known that the ox tended to thrust in time past, and its owner has not kept it confined, he shall surely pay ox for ox, and the dead animal shall be his own."
16801,2115,1,Exod,22001,"&ldquo;If a man steals an ox or a sheep, and slaughters it or sells it, he shall restore five oxen for an ox and four sheep for a sheep."
16802,2116,1,Exod,22002,"&ldquo;If the thief is found breaking in, and he is struck so that he dies, there shall be no guilt for his bloodshed."
16803,2117,1,Exod,22003,"&ldquo;If the sun has risen on him, there shall be guilt for his bloodshed. He should make full restitution; if he has nothing, then he shall be sold for his theft."
16804,2118,1,Exod,22004,"&ldquo;If the theft is certainly found alive in his hand, whether it is an ox or donkey or sheep, he shall restore double."
16805,2119,1,Exod,22005,"&ldquo;If a man causes a field or vineyard to be grazed, and lets loose his animal, and it feeds in another man&rsquo;s field, he shall make restitution from the best of his own field and the best of his own vineyard."
16806,2120,1,Exod,22006,"&ldquo;If fire breaks out and catches in thorns, so that stacked grain, standing grain, or the field is consumed, he who kindled the fire shall surely make restitution."
16807,2121,1,Exod,22007,"&ldquo;If a man delivers to his neighbor money or articles to keep, and it is stolen out of the man&rsquo;s house, if the thief is found, he shall pay double."
16808,2122,1,Exod,22008,"&ldquo;If the thief is not found, then the master of the house shall be brought to the judges to see whether he has put his hand into his neighbor&rsquo;s goods."
16809,2123,1,Exod,22009,"&ldquo;For any kind of trespass, whether it concerns an ox, a donkey, a sheep, or clothing, or for any kind of lost thing which another claims to be his, the cause of both parties shall come before the judges; and whomever the judges condemn shall pay double to"
16810,2124,1,Exod,22010,"&ldquo;If a man delivers to his neighbor a donkey, an ox, a sheep, or any animal to keep, and it dies, is hurt, or driven away, no one seeing it,"
16811,2125,1,Exod,22011,"&ldquo;then an oath of the Lord shall be between them both, that he has not put his hand into his neighbor&rsquo;s goods; and the owner of it shall accept that, and he shall not make it good."
16812,2126,1,Exod,22012,"&ldquo;But if, in fact, it is stolen from him, he shall make restitution to the owner of it."
16813,2127,1,Exod,22013,"&ldquo;If it is torn to pieces by a beast, then he shall bring it as evidence, and he shall not make good what was torn."
16814,2128,1,Exod,22014,"&ldquo;And if a man borrows anything from his neighbor, and it becomes injured or dies, the owner of it not being with it, he shall surely make it good."
16815,2129,1,Exod,22015,"&ldquo;If its owner was with it, he shall not make it good; if it was hired, it came for its hire."
16816,2130,1,Exod,22016,"&ldquo;If a man entices a virgin who is not betrothed, and lies with her, he shall surely pay the bride-price for her to be his wife."
16817,2131,1,Exod,22017,"&ldquo;If her father utterly refuses to give her to him, he shall pay money according to the bride-price of virgins."
16818,2132,1,Exod,22018,"&ldquo;You shall not permit a sorceress to live."
16819,2133,1,Exod,22019,"&ldquo;Whoever lies with an animal shall surely be put to death."
16820,2134,1,Exod,22020,"&ldquo;He who sacrifices to any god, except to the Lord only, he shall be utterly destroyed."
16821,2135,1,Exod,22021,"&ldquo;You shall neither mistreat a stranger nor oppress him, for you were strangers in the land of Egypt."
16822,2136,1,Exod,22022,"&ldquo;You shall not afflict any widow or fatherless child."
16823,2137,1,Exod,22023,"&ldquo;If you afflict them in any way, and they cry at all to Me, I will surely hear their cry;"
16824,2138,1,Exod,22024,"&ldquo;and My wrath will become hot, and I will kill you with the sword; your wives shall be widows, and your children fatherless."
16825,2139,1,Exod,22025,"&ldquo;If you lend money to any of My people who are poor among you, you shall not be like a moneylender to him; you shall not charge him interest."
16826,2140,1,Exod,22026,"&ldquo;If you ever take your neighbor&rsquo;s garment as a pledge, you shall return it to him before the sun goes down."
16827,2141,1,Exod,22027,"&ldquo;For that is his only covering, it is his garment for his skin. What will he sleep in? And it will be that when he cries to Me, I will hear, for I am gracious."
16828,2142,1,Exod,22028,"&ldquo;You shall not revile God, nor curse a ruler of your people."
16829,2143,1,Exod,22029,"&ldquo;You shall not delay to offer the first of your ripe produce and your juices. The firstborn of your sons you shall give to Me."
16830,2144,1,Exod,22030,"&ldquo;Likewise you shall do with your oxen and your sheep. It shall be with its mother seven days; on the eighth day you shall give it to Me."
16831,2145,1,Exod,22031,"&ldquo;And you shall be holy men to Me: you shall not eat meat torn by beasts in the field; you shall throw it to the dogs."
16832,2146,1,Exod,23001,"&ldquo;You shall not circulate a false report. Do not put your hand with the wicked to be an unrighteous witness."
16833,2147,1,Exod,23002,"&ldquo;You shall not follow a crowd to do evil; nor shall you testify in a dispute so as to turn aside after many to pervert justice."
16834,2148,1,Exod,23003,"&ldquo;You shall not show partiality to a poor man in his dispute."
16835,2149,1,Exod,23004,"&ldquo;If you meet your enemy&rsquo;s ox or his donkey going astray, you shall surely bring it back to him again."
16836,2150,1,Exod,23005,"&ldquo;If you see the donkey of one who hates you lying under its burden, and you would refrain from helping it, you shall surely help him with it."
16837,2151,1,Exod,23006,"&ldquo;You shall not pervert the judgment of your poor in his dispute."
16838,2152,1,Exod,23007,"&ldquo;Keep yourself far from a false matter; do not kill the innocent and righteous. For I will not justify the wicked."
16839,2153,1,Exod,23008,"&ldquo;And you shall take no bribe, for a bribe blinds the discerning and perverts the words of the righteous."
16840,2154,1,Exod,23009,"&ldquo;Also you shall not oppress a stranger, for you know the heart of a stranger, because you were strangers in the land of Egypt."
16841,2155,1,Exod,23010,"&ldquo;Six years you shall sow your land and gather in its produce,"
16842,2156,1,Exod,23011,"&ldquo;but the seventh year you shall let it rest and lie fallow, that the poor of your people may eat; and what they leave, the beasts of the field may eat. In like manner you shall do with your vineyard and your olive grove."
16843,2157,1,Exod,23012,"&ldquo;Six days you shall do your work, and on the seventh day you shall rest, that your ox and your donkey may rest, and the son of your female servant and the stranger may be refreshed."
16844,2158,1,Exod,23013,"&ldquo;And in all that I have said to you, be circumspect and make no mention of the name of other gods, nor let it be heard from your mouth."
16845,2159,1,Exod,23014,"&ldquo;Three times you shall keep a feast to Me in the year:"
16846,2160,1,Exod,23015,"&ldquo;You shall keep the Feast of Unleavened Bread (you shall eat unleavened bread seven days, as I commanded you, at the time appointed in the month of Abib, for in it you came out of Egypt; none shall appear before Me empty);"
16847,2161,1,Exod,23016,"&ldquo;and the Feast of Harvest, the firstfruits of your labors which you have sown in the field; and the Feast of Ingathering at the end of the year, when you have gathered in the fruit of your labors from the field."
16848,2162,1,Exod,23017,"&ldquo;Three times in the year all your males shall appear before the Lord God.a"
16849,2163,1,Exod,23018,"&ldquo;You shall not offer the blood of My sacrifice with leavened bread; nor shall the fat of My sacrifice remain until morning."
16850,2164,1,Exod,23019,"&ldquo;The first of the firstfruits of your land you shall bring into the house of the Lord your God. You shall not boil a young goat in its mother&rsquo;s milk."
16851,2165,1,Exod,23020,"&ldquo;Behold, I send an Angel before you to keep you in the way and to bring you into the place which I have prepared."
16852,2166,1,Exod,23021,"&ldquo;Beware of Him and obey His voice; do not provoke Him, for He will not pardon your transgressions; for My name is in Him."
16853,2167,1,Exod,23022,"&ldquo;But if you indeed obey His voice and do all that I speak, then I will be an enemy to your enemies and an adversary to your adversaries."
16854,2168,1,Exod,23023,"&ldquo;For My Angel will go before you and bring you in to the Amorites and the Hittites and the Perizzites and the Canaanites and the Hivites and the Jebusites; and I will cut them off."
16855,2257,1,Exod,26021,"&ldquo;and their forty sockets of silver: two sockets under each of the boards."
16856,2258,1,Exod,26022,"&ldquo;For the far side of the tabernacle, westward, you shall make six boards."
16857,2259,1,Exod,26023,"&ldquo;And you shall also make two boards for the two back corners of the tabernacle."
16858,2260,1,Exod,26024,"&ldquo;They shall be coupled together at the bottom and they shall be coupled together at the top by one ring. Thus it shall be for both of them. They shall be for the two corners."
16859,2261,1,Exod,26025,"&ldquo;So there shall be eight boards with their sockets of silver &ndash; sixteen sockets &ndash; two sockets under each of the boards."
16860,2262,1,Exod,26026,"&ldquo;And you shall make bars of acacia wood: five for the boards on one side of the tabernacle,"
16861,2263,1,Exod,26027,"&ldquo;five bars for the boards on the other side of the tabernacle, and five bars for the boards of the side of the tabernacle, for the far side westward."
16862,2264,1,Exod,26028,"&ldquo;The middle bar shall pass through the midst of the boards from end to end."
16863,2265,1,Exod,26029,"&ldquo;You shall overlay the boards with gold, make their rings of gold as holders for the bars, and overlay the bars with gold."
16864,2266,1,Exod,26030,"&ldquo;And you shall raise up the tabernacle according to its pattern which you were shown on the mountain."
16865,2267,1,Exod,26031,"&ldquo;You shall make a veil woven of blue, purple, and scarlet thread, and fine woven linen. It shall be woven with an artistic design of cherubim."
16866,2268,1,Exod,26032,"&ldquo;You shall hang it upon the four pillars of acacia wood overlaid with gold. Their hooks shall be gold, upon four sockets of silver."
16867,2269,1,Exod,26033,"&ldquo;And you shall hang the veil from the clasps. Then you shall bring the ark of the Testimony in there, behind the veil. The veil shall be a divider for you between the holy place and the Most Holy."
16868,2270,1,Exod,26034,"&ldquo;You shall put the mercy seat upon the ark of the Testimony in the Most Holy."
16869,2271,1,Exod,26035,"&ldquo;You shall set the table outside the veil, and the lampstand across from the table on the side of the tabernacle toward the south; and you shall put the table on the north side."
16870,2272,1,Exod,26036,"&ldquo;You shall make a screen for the door of the tabernacle, woven of blue, purple, and scarlet thread, and fine woven linen, made by a weaver."
16871,2273,1,Exod,26037,"&ldquo;And you shall make for the screen five pillars of acacia wood, and overlay them with gold; their hooks shall be gold, and you shall cast five sockets of bronze for them."
16872,2274,1,Exod,27001,"&ldquo;You shall make an altar of acacia wood, five cubits long and five cubits wide &ndash; the altar shall be square &ndash; and its height shall be three cubits."
16873,2275,1,Exod,27002,"&ldquo;You shall make its horns on its four corners; its horns shall be of one piece with it. And you shall overlay it with bronze."
16874,2276,1,Exod,27003,"&ldquo;Also you shall make its pans to receive its ashes, and its shovels and its basins and its forks and its firepans; you shall make all its utensils of bronze."
16875,2277,1,Exod,27004,"&ldquo;You shall make a grate for it, a network of bronze; and on the network you shall make four bronze rings at its four corners."
16876,2278,1,Exod,27005,"&ldquo;You shall put it under the rim of the altar beneath, that the network may be midway up the altar."
16877,2279,1,Exod,27006,"&ldquo;And you shall make poles for the altar, poles of acacia wood, and overlay them with bronze."
16878,2280,1,Exod,27007,"&ldquo;The poles shall be put in the rings, and the poles shall be on the two sides of the altar to bear it."
16879,2281,1,Exod,27008,"&ldquo;You shall make it hollow with boards; as it was shown you on the mountain, so shall they make it."
16880,2282,1,Exod,27009,"&ldquo;You shall also make the court of the tabernacle. For the south side there shall be hangings for the court made of fine woven linen, one hundred cubits long for one side."
16881,2283,1,Exod,27010,"&ldquo;And its twenty pillars and their twenty sockets shall be bronze. The hooks of the pillars and their bands shall be silver."
16882,2284,1,Exod,27011,"&ldquo;Likewise along the length of the north side there shall be hangings one hundred cubits long, with its twenty pillars and their twenty sockets of bronze, and the hooks of the pillars and their bands of silver."
16883,2285,1,Exod,27012,"&ldquo;And along the width of the court on the west side shall be hangings of fifty cubits, with their ten pillars and their ten sockets."
16884,2286,1,Exod,27013,"&ldquo;The width of the court on the east side shall be fifty cubits."
16885,2287,1,Exod,27014,"&ldquo;The hangings on one side of the gate shall be fifteen cubits, with their three pillars and their three sockets."
16886,2288,1,Exod,27015,"&ldquo;And on the other side shall be hangings of fifteen cubits, with their three pillars and their three sockets."
16887,2289,1,Exod,27016,"&ldquo;For the gate of the court there shall be a screen twenty cubits long, woven of blue, purple, and scarlet thread, and fine woven linen, made by a weaver. It shall have four pillars and four sockets."
16888,2290,1,Exod,27017,"&ldquo;All the pillars around the court shall have bands of silver; their hooks shall be of silver and their sockets of bronze."
16889,2291,1,Exod,27018,"&ldquo;The length of the court shall be one hundred cubits, the width fifty throughout, and the height five cubits, made of fine woven linen, and its sockets of bronze."
16890,2292,1,Exod,27019,"&ldquo;All the utensils of the tabernacle for all its service, all its pegs, and all the pegs of the court, shall be of bronze."
16891,2293,1,Exod,27020,"&ldquo;And you shall command the children of Israel that they bring you pure oil of pressed olives for the light, to cause the lamp to burn continually."
16892,2294,1,Exod,27021,"&ldquo;In the tabernacle of meeting, outside the veil which is before the Testimony, Aaron and his sons shall tend it from evening until morning before the Lord. It shall be a statute forever to their generations on behalf of the children of Israel."
16893,2295,1,Exod,28001,"&ldquo;Now take Aaron your brother, and his sons with him, from among the children of Israel, that he may minister to Me as priest, Aaron and Aaron&rsquo;s sons: Nadab, Abihu, Eleazar, and Ithamar."
16894,2296,1,Exod,28002,"&ldquo;And you shall make holy garments for Aaron your brother, for glory and for beauty."
16895,2297,1,Exod,28003,"&ldquo;So you shall speak to all who are gifted artisans, whom I have filled with the spirit of wisdom, that they may make Aaron&rsquo;s garments, to consecrate him, that he may minister to Me as priest."
16896,2298,1,Exod,28004,"&ldquo;And these are the garments which they shall make: a breastplate, an ephod,a a robe, a skillfully woven tunic, a turban, and a sash. So they shall make holy garments for Aaron your brother and his sons, that he may minister to Me as priest."
16897,2299,1,Exod,28005,"&ldquo;They shall take the gold, blue, purple, and scarlet thread, and the fine linen,"
16898,2300,1,Exod,28006,"&ldquo;and they shall make the ephod of gold, blue, purple, and scarlet thread, and fine woven linen, artistically worked."
16899,2301,1,Exod,28007,"&ldquo;It shall have two shoulder straps joined at its two edges, and so it shall be joined together."
