iconId,iconCategory,iconMonth,iconDay,iconDday,iconIdx,iconSid,iconName,iconIcon,iconFlag
225,9,8,26,August 26th,1,102403,"&ldquo;Virgin of Tenderness&rdquo; Icon of the Mother of God of the Pskov Caves",may/0521icon-tenderness10.jpg,0
226,9,8,26,August 26th,1,102402,Commemoration of the Vladimir Icon of the Mother of God and the deliverance of Moscow from the Invasion of Tamerlane,august/0826meetingofvladimiricon02.jpg,0
227,9,9,0,September Icons of the Mother of God,0,0,"Throughout history, many Icons of the Most Holy Mother of God have had miracles attributed to them. In addition, there are those Icons which may not have been miracle working, but have still been venerated with the hope of intercession from the Mother of God.",/Images/FeastsSaints/framedpics/icons-theotokos.09.jpg,1
228,9,9,1,September 1st,1,102458,"&ldquo;Chernigov-Gethsemane&rdquo; Icon of the Mother of God ",September/0901chernigovicon.jpg,0
229,9,9,1,September 1st,1,102457,Finding of the Icon of the Mother of God at the Miasena Monastery,"",0
230,9,9,2,September 2nd,1,102466,Icon of the Mother of God of Kaluga,September/0902kalugatheotokosicon.jpg,0
231,9,9,4,September 4th,1,102500,"&ldquo;Unburnt Bush&rdquo; Icon of the Mother of God",september/0904icon-mpoy-unburntbush0012.jpg,0
232,9,9,6,September 6th,1,148985,"&ldquo;Arapet&rdquo; Icon of the Mother of God ",september/0906arabisicon.jpg,0
233,9,9,8,September 8th,1,102544,Icon of the Mother of God of Kholm,"",0
234,9,9,8,September 8th,1,102542,"Icon of the Mother of God &ldquo;of the Sign&rdquo;, the &ldquo;Kursk-Root&rdquo;",september/0908icon-kursk-root-mpoy0001.jpg,0
235,9,9,8,September 8th,1,102543,Icon of the Mother of God of Pochaev,September/0908pochaevicon.jpg,0
236,9,9,11,September 11th,1,102582,Kazan - Kaplunovka Icon of the Mother of God (1689),,0
237,9,9,16,September 16th,1,102636,"&ldquo;Support of Humble&rdquo; Icon of the Mother of God ",September/0916theotokosofhumility.jpg,0
238,9,9,17,September 17th,1,102650,Constantinople Icon of the Mother of God,,0
239,9,9,17,September 17th,1,102651,Icon of the Mother of God of Macariev,"",0
240,9,9,18,September 18th,1,102661,"Translation of the &ldquo;Staro Rus&rdquo; Icon of the Mother of God in Triumph to Russia",September/0918triumphicon.jpg,0
241,9,9,18,September 18th,1,102662,"&ldquo;The Healer&rdquo; Icon of the Mother of God ",september/0918icon-healer.jpg,0
242,9,9,23,September 23rd,1,102711,Icon of the Mother of God of Slovenka,"",0
243,9,9,24,September 24th,1,102724,"Icon of the Mother of God &ldquo;of the Myrtle Tree&rdquo;",september/0924theotokos-myrtletree.jpg,0
244,9,9,24,September 24th,1,102723,"&ldquo;Mirozh&rdquo; Icon of the Mother of God ",September/0924.mirozh.jpg,0
245,9,10,0,October Icons of the Mother of God,0,0,"Throughout history, many Icons of the Most Holy Mother of God have had miracles attributed to them. In addition, there are those Icons which may not have been miracle working, but have still been venerated with the hope of intercession from the Mother of God.",/Images/FeastsSaints/framedpics/icons-theotokos.10.jpg,1
246,9,10,1,October 1st,1,102834,"&ldquo;Pskov-Protection&rdquo; Icon of the Mother of God",October/1001AProtection.jpg,0
247,9,10,6,October 6th,1,102887,"&ldquo;O All-Hymned Mother&rdquo; Icon of the Mother of God ",October/1006glorifiedmothericon.jpg,0
248,9,10,7,October 7th,1,102898,"&ldquo;Tenderness&rdquo; Icon of the Mother of God ",october/1007Icon-Tenderness10.jpg,0
249,9,10,9,October 9th,1,102918,"&ldquo;Assuage My Sorrows&rdquo; Icon of the Mother of God ",january/0125icon-assuagemysorrows.jpg,0
250,9,10,9,October 9th,1,102917,Icon of the Mother of God of Korsun,October/1009AKorsun.jpg,0
251,9,10,10,October 10th,1,102935,"Icon of the Mother of God &ldquo;of the Akathist&rdquo; of Zographou Monastery",october/1010zografou-akathist-theotokos.jpg,0
252,9,10,12,October 12th,1,102948,"&ldquo;Jerusalem&rdquo; Icon of the Mother of God ",october/1012icon-jerusalem-mpoy0012.jpg,0
253,9,10,12,October 12th,1,102949,Icon of the Mother of God of Rudens,October/1012rudenskicon.jpg,0
254,9,10,12,October 12th,1,108931,Icon of the Mother of God of Yaroslav-Smolensk,"",0
255,9,10,13,October 13th,1,102962,Translation of the Ivḗron Icon of the Mother of God to Moscow,February/0212iberionicon.jpg,0
256,9,10,13,October 13th,1,102963,"&ldquo;Seven Lakes&rdquo; Icon of the Mother of God ",june/0626sedicon.jpg,0
257,9,10,14,October 14th,1,102971,Icon of the Mother of God of Yakhrom,october/1014icon-yahromsk02.jpg,0
258,9,10,15,October 15th,1,102979,"&ldquo;Multiplier of Wheat&rdquo; Icon of the Mother of God",October/1015multiplierofwheaticon.jpg,0
259,9,10,17,October 17th,1,103706,"&ldquo;Deliverer&rdquo; Icon of the Mother of God",October/1017deliveress.jpg,0
260,9,10,17,October 17th,1,102992,"&ldquo;A Virgin Before and After Giving Birth&rdquo; Icon of the Mother of God",,0
261,9,10,22,October 22nd,1,103037,Commemoration of the Kazan Icon of the Mother of God and the deliverance from the Poles,october/1022icon-mpoy-kazan0022.jpg,0
262,9,10,22,October 22nd,1,103038,Icon of the Mother of God of Andronicus,october/1022icon-Andronikov-mpoy0020.jpg,0
263,9,10,24,October 24th,1,103052,"&ldquo;Joy of All Who Sorrow&rdquo; Icon of the Mother of God ",october/1024ajoyofallsorrow.jpg,0
264,9,10,27,October 27th,1,103074,"&ldquo;The Sign&rdquo; Icon of the Mother of God",October/1027signtheotokos.jpg,0
265,9,10,30,October 30th,1,103121,Icon of the Mother of God of Ozeryanka,"",0
266,9,11,0,November Icons of the Mother of God,0,0,"Throughout history, many Icons of the Most Holy Mother of God have had miracles attributed to them. In addition, there are those Icons which may not have been miracle working, but have still been venerated with the hope of intercession from the Mother of God.",/Images/FeastsSaints/framedpics/icons-theotokos.11.jpg,1
267,9,11,2,November 2nd,1,103157,"&ldquo;Ozerianka&rdquo; Icon of the Mother of God of Shuiu-Smolensk",november/1102ashuiaicon.jpg,0
268,9,11,7,November 7th,1,103243,"&ldquo;Joyful&rdquo; Icon of the Mother of God ",November/1107ALeapingforJoy.jpg,0
335,9,11,27,November 27th,1,108911,Icon of the Mother of God of Tsarskoe Selo,"",0
270,9,11,9,November 9th,1,103264,"&ldquo;Quick to Hear&rdquo; Icon of the Mother of God ",November/1109quicktohear.jpg,0
271,9,11,12,November 12th,1,103291,"&ldquo;All-Merciful Kykkiotisa&rdquo; Icon of the Mother of God ",november/1112kikkotysia03.jpg,0
272,9,11,15,November 15th,1,103312,Kupyatitsa Icon of the Mother of God,,0
273,9,11,19,November 19th,1,103338,"&ldquo;Consolation in Afflictions and Sorrows&rdquo; Icon of the Mother of God",november/1119joyofallwhosorrow-icon.jpg,0
274,9,11,27,November 27th,1,103411,Icon of the Mother of God of Abalaka,"",0
275,9,11,27,November 27th,1,103410,"&ldquo;Kursk-Root&rdquo; Icon of the Mother of God ",November/1127kurskicon.jpg,0
276,9,11,27,November 27th,1,103409,"Commemoration of the Weeping Icon of the Mother of God &ldquo;of the Sign&rdquo; at Novgorod",november/1127asign.jpg,0
277,9,12,0,December Icons of the Mother of God,0,0,"Throughout history, many Icons of the Most Holy Mother of God have had miracles attributed to them. In addition, there are those Icons which may not have been miracle working, but have still been venerated with the hope of intercession from the Mother of God.",/Images/FeastsSaints/framedpics/icons-theotokos.12.jpg,1
278,9,12,7,December 7th,1,103493,"&ldquo;Vladimir&rdquo; Icon of the Mother of God of Seliger",december/1207icon-vladimir09.jpg,0
279,9,12,9,December 9th,1,103510,"&ldquo;Unexpected Joy&rdquo; Icon of the Mother of God ",December/1209joyunhopedforicon.jpg,0
280,9,12,20,December 20th,1,103599,"Icon of the Mother of God the &ldquo;Rescuer of the Drowning&rdquo;",December/1220saviorlosticon.jpg,0
281,9,12,26,December 26th,1,103657,"Icon of the Mother of God &ldquo;the Blessed Womb&rdquo;","",0
341,9,2,29,February 29th,1,100124,Devpeteruv Icon of the Mother of God,"",0
342,9,7,8,July 8th,1,100129,Kazan-Yaroslavl Icon of the Mother of God,"",0
285,9,12,27,December 27th,1,108901,"&ldquo;All-Merciful Kykko&rdquo; Icon of the Mother of God ",november/1112kikkotysia03.jpg,0
286,9,2,1,February 1st,1,149034,"Icon of the Mother of God &ldquo;Socola&rdquo;","",0
287,9,1,12,January 12th,1,109024,"Icon of the Mother of God, &ldquo;Priestly&rdquo;","",0
288,9,1,21,January 21st,1,109032,"Icon of the Mother of God, &ldquo;Stabbed&rdquo;","",0
289,9,1,21,January 21st,1,109033,"Icon of the Mother of God, &ldquo;Xenophon Hodēgḗtria&rdquo;","",0
291,9,2,26,February 26th,1,100342,"&ldquo;Mezhetsk&rdquo; Icon of the Mother of God","",0
292,9,3,12,March 12th,1,100791,"Icon of the Mother of God Icon &ldquo;Not Made by Hands&rdquo; from Lydda",march/0312-lydda-notmadehands.jpg,0
293,9,3,19,March 19th,1,108895,Icon of the Mother of God of Lubyatov,march/0319icon-tenderness-lubyatovskaya01.jpg,0
294,9,4,16,April 16th,1,205341,Tambov (Utkino) Icon of the Mother of God,april/0416tambov.jpg,0
295,9,5,1,May 1st,1,101256,"&ldquo;Myrrh-Bearing&rdquo; Icon of the Mother of God","",0
360,9,9,25,September 25,1,100523,Assuage My Sorrows Icon of the Mother of God,january/0125assuagemysorrowicon.jpg,0
297,9,5,28,May 28th,1,205367,Icon of the Mother of God of Nicea,may/0528icon-nicea.jpg,0
298,9,7,8,July 8th,1,205383,Icon of the Mother of God of Tambov,july/0708tambovkazan.jpg,0
299,9,7,16,July 16th,1,108999,Icon of the Mother of God of Chirsk-Pskov,july/0716icon-chirsk-pskov.jpg,0
300,9,7,28,July 28th,1,109013,Icon of the Mother of God of Kostroma,"",0
301,9,7,28,July 28th,1,109014,Icon of the Mother of God of Ustiuzhena,"",0
302,9,7,28,July 28th,1,109015,Icon of the Mother of God of Voroninsk,"",0
303,9,7,28,July 28th,1,109016,"Icon of the Mother of God of &ldquo;Saint Christopher&rdquo;","",0
304,9,7,28,July 28th,1,109017,Icon of the Mother of God of Suprasl,"",0
305,9,7,28,July 28th,1,109018,Icon of the Mother of God of Vydropussk,"",0
306,9,7,28,July 28th,1,109019,Icon of the Mother of God of Yuga,"",0
307,9,7,28,July 28th,1,109020,Icon of the Mother of God of Igritsa,"",0
308,9,7,28,July 28th,1,109021,Icon of the Mother of God of Shui,july/0728shujia.jpg,0
309,9,7,28,July 28th,1,109022,"&ldquo;Seven Lakes&rdquo; Icon of the Mother of God",june/0626sedicon.jpg,0
310,9,7,28,July 28th,1,109023,Icon of the Mother of God of the Trinity-Saint Sergius Lavra,"",0
311,9,7,30,July 30th,1,109010,Icon of the Mother of God of Okonsk,"",0
314,9,8,17,August 17th,1,108989,Svena Icon of the Mother of God,,0
313,9,8,13,August 13th,1,108995,Icon of the Mother of God of Minsk,august/0813icon-minsk-mpoy0020.jpg,0
315,9,8,17,August 17th,1,108990,Icon of the Mother of God of Armatia,"",0
316,9,8,18,August 18th,1,108983,"&ldquo;Directress&rdquo; Icon of the Mother of God","",0
317,9,9,1,September 1st,1,108965,"&ldquo;All Blessed&rdquo; Icon of the Mother of God","",0
318,9,9,3,September 3rd,1,108963,Pisidia Icon of the Mother of God,,0
319,9,9,6,September 6th,1,102530,Icon of the Mother of God of Kiev-Bratsk,september/0906icon-kiev-bratsk-1872-mpoy001.jpg,0
320,9,9,8,September 8th,1,108958,Icon of the Mother of God of Syamsk,"",0
321,9,9,8,September 8th,1,108959,Icon of the Mother of God of Glinsk,"",0
322,9,9,8,September 8th,1,108960,Icon of the Mother of God of Domnitsa,"",0
323,9,9,8,September 8th,1,108961,Icon of the Mother of God of Isaakov,"",0
324,9,9,8,September 8th,1,108962,Icon of the Mother of God of Lukianov,"",0
325,9,9,8,September 8th,1,148987,"&ldquo;Kathariotissa&rdquo; Icon of the Mother of God ","",0
326,9,9,14,September 14th,1,108955,Icon of the Mother of God of Lesna,september/0914icon-lesna-mpoy0020.jpg,0
327,9,9,15,September 15th,1,108954,Icon of the Mother of God of Novonikḗta,september/0915icon-novonikita-mpoy002.jpg,0
328,9,9,26,September 26th,1,205488,Arrival of the Ivḗron Icon of the Mother of God in Georgia,september/0926icon-gvtismshobeli-mpoy.jpg,0
329,9,10,1,October 1st,1,108938,Icon of the Mother of God of Gerbovets,october/1001icon-gerbovets-mpoy0020.jpg,0
330,9,10,1,October 1st,1,108939,Icon of the Mother of God of Barsk,"",0
331,9,10,1,October 1st,1,109999,Icon of the Mother of God of Kasperov,june/0629kasperovskicon.jpg,0
332,9,10,1,October 1st,1,205501,"&ldquo;Terebovlya&rdquo; Icon of the Mother of God","",0
333,9,10,12,October 12th,1,108932,Icon of the Mother of God of Kaluga,"",0
334,9,10,20,October 20th,1,205431,Icon of the Mother of God of Filersk,october/1020icon-filersk-mpoy0020.jpg,0
336,9,11,27,November 27th,1,108912,"&ldquo;Seraphim-Ponetaevka&rdquo; Icon of the Mother of God ","",0
337,9,12,2,December 2nd,1,101268,Synaxis of the Gerontissa Icon of the Mother of God,"",0
338,9,12,4,December 4th,1,108910,Icon of the Mother of God of Damascus,"",0
339,9,12,20,December 20th,1,108903,Icon of the Mother of God of Novgorod,"",0
340,9,12,26,December 26th,1,108175,"&ldquo;Bethlehem&rdquo; Icon of the Mother of God",december/1226icon-bethlehem.jpg,0
343,9,1,1,January 1st,1,100165,"Icon of the Mother of God &ldquo;You are a Vineyard&rdquo; (Georgian: Shen khar venakhi)",may/0523icon-mpoy-youare-avineyard0020.jpg,0
345,9,6,20,June 20th,1,100178,Hodegetria Icon of the Mother of God (Παναγία Οδηγήτρια),june/0620icon-hodigitria05.jpg,0
348,9,8,1,August 1st,1,100183,"""Foreteller"" Icon of the Mother of God","",0
357,9,7,12,July 12th,1,100353,Prodromitsa Icon of the Mother of God,july/0712prodromita.jpg,0
349,9,8,23,August 23rd,1,100186,Prousiotissa Icon of the Mother of God,"",0
350,9,9,22,September 22nd,1,100188,"&ldquo;Hearer&rdquo; Icon of the Mother of God","",0
351,9,10,18,October 18th,1,100189,"""Machairotissa"" Icon of the Mother of God",october/1018macheriotissa.jpg,0
352,9,11,13,November 13th,1,100190,Stockholm Icon of the Mother of God,"",0
353,9,12,31,December 31st,1,100208,"&ldquo;Unfading Flower&rdquo; Icon of the Mother of God at Ardatov","",0
354,9,11,15,November 15th,1,100209,"&ldquo;Fragrant Flower&rdquo; Icon of the Mother of God","",0
355,9,4,4,April 4th,1,100225,"&ldquo;Deliverer&rdquo; Icon of the Mother of God",October/1017deliveress.jpg,1
361,9,4,4,April 4,1,100529,Gerontissa Icon of the Mother of God,,0
362,9,1,12,January 12,1,100538,Founder's Icon of the Mother of God at Vatopedi Monastery,,0
364,9,6,11,June 11,1,100542,Abul Icon of the Mother of God,,0
